"id","movie_name","actors","directors","duration","genre"
1672,"Iron Man 3","Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale","Shane Black","130 minutes","Action, Adventure, Science Fiction"
1678,"Star Trek Into Darkness","Chris Pine,Benedict Cumberbatch,Zachary Quinto,Simon Pegg,Zoe Saldana","J.J. Abrams","129 minutes","Action, Adventure, Science Fiction"
1680,"Fast & Furious 6","Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham","Justin Lin","140 minutes","Action, Thriller"
1681,"Epic","Josh Hutcherson,Amanda Seyfried,Colin Farrell,Jason Sudeikis,Aziz Ansari,Christoph Waltz,BeyoncÃÂ© Knowles,Judah Friedlander,Steven Tyler,Pitbull,Blake Anderson","Chris Wedge","","Adventure, Animation, Family"
1684,"After Earth","Will Smith,Jaden Smith,Sophie Okonedo,Zoe Kravitz","M. Night Shyamalan","","Action, Adventure, Science Fiction"
1691,"The Host","Saoirse Ronan,Diane Kruger,Max Irons,William Hurt,Jake Abel,Frances Fisher","Andrew Niccol","125 minutes","Science Fiction, Thriller"
1711,"Pain & Gain","Mark Wahlberg,Rebel Wilson,Dwayne Johnson,Ken Jeong,Ed Harris,Anthony Mackie,Tony Shalhoub,Rob Corddry","Michael Bay","130 minutes","Action"
1724,"The Silence","Sebastian Blomberg,Burghart Klaussner,Katrin Sass,Oliver Stokowski,Ulrich Thomsen,Anna Lena Klenke","","120 minutes","Crime, Drama, Thriller"
1725,"Spring Breakers","Selena Gomez,James Franco,Vanessa Hudgens,Ashley Benson,Rachel Korine,Heather Morris,Gucci Mane,James Franco","","94 minutes","Comedy"
1741,"A Good Day to Die Hard","Bruce Willis,Jai Courtney,Sebastian Koch,Cole Hauser,Yuliya Snigir","John Moore","97 minutes","Action, Thriller"
1750,"Phantom","Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,Julian Adams","","",""
1753,"The Sweeney","Ray Winstone,Ben Drew,Hayley Atwell,Steven MacKintosh,Paul Anderson,Damian Lewis","","112 minutes","Crime, Drama"
1761,"Parker","Jason Statham,Jennifer Lopez,Michael Chiklis,Wendell Pierce,Clifton Collins Jr.,Micah A. Hauptman,Bobby Canavale,Nick Nolte","Taylor Hackford","","Crime, Thriller"
1772,"Bullet to the Head","Sylvester Stallone,Sung Kang,Christian Slater,Adewale Akinnuoye-Agbaje,Jason Momoa,Jon Seda,Sarah Shahi","Walter Hill","92 minutes","Action, Crime, Thriller"
1781,"Safe Haven","Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons","Lasse Hallstrom","","Romance"
1799,"Gangster Squad","Mickey Cohen,Sgt. John O'Mara,Sgt. Jerry Wooters,Grace Faraday,Connie O'Mara,Chief Parker,Officer Max Kennard,Officer Conway Keeler","Ruben Fleischer","113 minutes","Crime, Drama"
1803,"The Last Stand","Arnold Schwarzenegger,Forest Whitaker,Eduardo Noriega,Luis Guzman,Peter Stormare,Johnny Knoxville","Jee-woon Kim","107 minutes","Action, Crime, Thriller"
1809,"Hit and Run","Dax Shepard,Tom Arnold,Kristen Bell,Kal Bennett,Beau Bridges,Kristin Chenoweth,Bradley Cooper,Michael Rosenbaum,Jess Rowland","Dax Shepard,David Palmer","100 minutes","Action, Comedy, Romance"
1814,"Premium Rush","Joseph Gordon-Levitt,Michael Shannon,Daniela Ramirez,Lauren Ashley Carter,Jamie Chung,Wole Parks","David Koepp","91 minutes","Action, Thriller"
1835,"The Master","Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack","","137 minutes","Action, Drama, Foreign"
1841,"Looper","Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Jeff Daniels","","118 minutes","Action, Science Fiction, Thriller"
1852,"Taken 2","Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,D.B. Sweeney","Olivier Megaton","91 minutes","Action, Crime, Drama, Thriller"
1898,"Red Dawn","Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen","Dan Bradley","114 minutes","Action, Thriller"
1931,"Total Recall","Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy","Len Wiseman","121 minutes","Action, Adventure, Science Fiction, Thriller"
1937,"The Bourne Legacy","Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Albert Finney,David Strathairn","","120 minutes","Action, Thriller"
1961,"Men in Black III","Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche","Barry Sonnenfeld","",""
1976,"The Amazing Spider-Man","Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field","Marc Webb","136 minutes","Action, Adventure, Thriller"
1977,"Savages","Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio Del Toro,Salma Hayek","Oliver Stone","131 minutes","Crime, Drama, Thriller"
1993,"The Girl from the Naked Eye","Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Sasha Grey","David Ren","80 minutes","Action, Romance, Thriller"
1999,"Abraham Lincoln: Vampire Hunter","Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,Jimmi Simpson,Erin Wasson,John Rothman","Timur Bekmambetov","94 minutes","Horror, Thriller"
2005,"Wrath of the Titans","Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Bill Nighy,Danny Huston,Edgar Ramirez,Toby Kebbell","Jonathan Liebesman","99 minutes","Action, Adventure, Fantasy"
2014,"The Grey","Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Joe Anderson","Joe Carnahan","117 minutes","Action, Adventure, Drama, Thriller"
2025,"Deadline","Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther","Curt Hahn","95 minutes","Drama, Mystery, Thriller"
2027,"Lockout","Guy Pearce,Maggie Grace,Vincent Regan,Peter Hudson,Peter Stormare","Stephen St. Legal,James Mather","95 minutes","Action, Foreign, Science Fiction, Thriller"
2037,"The Avengers","Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Tom Hiddleston,Samuel L. Jackson","Joss Whedon","143 minutes","Action, Thriller"
2043,"This Means War","Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Angela Bassett,Chelsea Handler","McG","97 minutes","Action, Comedy, Romance, Thriller"
2050,"Harakiri","","","135 minutes","Drama, Foreign"
2053,"The Hunter","Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi","Rafi Pitts","90 minutes","Drama, Foreign, Thriller"
2054,"Act of Valor","Roselyn Sanchez","Mike McCoy,Scott Waugh","110 minutes","Action, Adventure, Thriller, War"
2058,"John Carter","Taylor Kitsch,Lynn Collins,Willem Dafoe,Thomas Haden Church,Samantha Morton,Dominic West,Ciaran Hinds","Andrew Stanton","132 minutes","Action, Adventure, Fantasy, Science Fiction"
2063,"21 Jump Street","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube","Phil Lord,Christopher Miller","109 minutes","Action, Comedy, Family"
2066,"Seeking Justice","Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter","Roger Donaldson","105 minutes","Action, Drama, Thriller"
2083,"Man on a Ledge","Sam Worthington,Elizabeth Banks,Edward Burns,Jamie Bell,Genesis Rodriguez,Ed Harris,Kyra Sedgwick","Asger Leth","102 minutes","Action, Crime, Thriller"
2096,"The Double","Richard Gere,Topher Grace,Martin Sheen,Stephen Moyer,Odette Yustman","Michael Brandt","98 minutes","Action, Crime, Drama, Mystery, Thriller"
2106,"Immortals","Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas","Tarsem Singh","110 minutes","Action, Fantasy, Science Fiction"
2133,"Contraband","Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,J.K. Simmons,Diego Luna,Lukas Haas","Baltasar Kormakur","109 minutes","Action, Crime, Drama, Thriller"
2156,"Sherlock Holmes: A Game of Shadows","Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris,Stephen Fry,Paul Anderson,Kelly Reilly,Eddie Marsan","Guy Ritchie","129 minutes","Action, Adventure, Comedy, Crime, Mystery, Thriller"
2157,"Mission: Impossible -- Ghost Protocol","Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist","Brad Bird","133 minutes","Action, Adventure, Thriller"
2162,"The Adventures of Tintin","Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones","Steven Spielberg","107 minutes","Action, Adventure, Animation, Family"
2164,"Haywire","Gina Carano,Michael Fassbender,Ewan McGregor,Bill Paxton,Channing Tatum,Antonio Banderas,Michael Douglas","Steven Soderbergh","93 minutes","Action, Thriller"
2171,"Trespass","Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet","Joel Schumacher","91 minutes","Crime, Drama, Thriller"
2187,"Boy Wonder","Caleb Steinmeyer,Bill Sage,Zulay Henao,Tracy Middendorf","","93 minutes","Action, Crime, Drama, Thriller"
2193,"Cowboys & Aliens","Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Adam Beach,Paul Dano,Keith Carradine","John Favreau","119 minutes","Action, Science Fiction, Thriller, Western"
2196,"Rise of the Planet of the Apes","James Franco,Freida Pinto,John Lithgow,Brian Cox,Tom Felton","Rupert Wyatt","105 minutes","Action, Drama, Science Fiction"
2199,"The Robber","Andreas Lust,Franziska Weisz,Markus Schleinzer","Benjamin Heisenberg","96 minutes","Crime, Drama, Foreign, Thriller"
2201,"The Guard","Brendan Gleeson,Don Cheadle,Liam Cunningham,David Wilmot,Rory Keenan,Mark Strong,Fionnula Flanagan","","96 minutes","Action, Comedy, Crime, Foreign, Thriller"
2208,"Transformers: Dark of the Moon","Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,John Turturro,Tyrese Gibson,Patrick Dempsey,Frances McDormand,John Malkovich,Kevin Dunn,Julie White,Alan Tudyk,Ken Jeong,Glenn Morshower","Michael Bay","154 minutes","Action, Adventure, Science Fiction"
2228,"Attack the Block","John Boyega,Jodie Whittaker,Alex Esmail,Luke Treadaway,Simon Howard,Nick Frost","","88 minutes","Action, Comedy, Foreign, Science Fiction"
2245,"Killer Elite","Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young","Gary Mc","116 minutes","Action, Adventure, Thriller"
2246,"Detective Dee and the Mystery of the Phantom Flame","Andy Lau,Carina Lau,Li Bingbing,Tony Leung Ka-fai,Chao Deng","Tsui Hark","119 minutes","Action, Crime, Foreign, Thriller"
2248,"Machine Gun Preacher","Gerard Butler,Michael Shannon,Michelle Monaghan,Kathy Baker,Souleymane Sy Savane,Madeline Carroll","Marc Forster","129 minutes","Action, Crime, Thriller"
2252,"Weekend","Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray","","96 minutes","Drama, Foreign, Romance"
2255,"Point Blank","Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot","Fred Cavaye","84 minutes","Action, Crime, Foreign, Thriller"
2265,"5 Days of War","Rupert Friend,Richard Coyle,Emmanuelle Chriqui,Johnathon Schaech,Val Kilmer,Andy Garcia,Heather Graham","Renny Harlin","113 minutes","Action, Comedy, Drama, Romance, Thriller"
2276,"Bellflower","Evan Glodell,Jessie Wiseman,Tyler Dawson,Rebekah Brandes,Vincent Grashaw","","106 minutes","Action, Drama, Indie, Romance"
2277,"Drive","Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Ron Perlman,Oscar Isaac","Nicolas Winding Refn","100 minutes","Action, Crime, Drama, Thriller"
2282,"Real Steel","Hugh Jackman,Dakota Goyo,Evangeline Lilly,Anthony Mackie,Kevin Durand,Hope Davis,James Rebhorn","Shawn Levy","127 minutes","Action, Drama, Science Fiction, Sport"
2287,"Blackthorn","Sam Shepard,Eduardo Noriega,Stephen Rea,Magaly Solier,Dominique McElligott,Nikolaj Coster-Waldau,Padraic Delaney","Mateo Gil","98 minutes","Action, Western"
2295,"The Fighter","Mark Wahlberg,Christian Bale,Melissa Leo,Amy Adams,Jack McGee","David O. Russell","116 minutes","Drama, Sport"
2308,"Unstoppable","Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Kevin Dunn","Tony Scott","98 minutes","Action, Thriller"
2320,"Faster","","George Tillman Jr","98 minutes","Action, Drama, Thriller"
2321,"The Nutcracker in 3D","","Andrei Konchalovsky","110 minutes","Action, Family, Fantasy, Science Fiction"
2332,"Season of the Witch","Nicolas Cage,Ron Perlman,Claire Foy,Robert Sheehan,Christopher Lee","Dominic Sena","95 minutes","Action, Adventure, Drama, Fantasy, Science Fiction, Thriller"
2338,"The Mechanic","Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase","Simon West","93 minutes","Action, Adventure, Crime, Drama, Thriller"
2339,"The Green Hornet","Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,David Harbour,Edward James Olmos","Michel Gondry","119 minutes","Action, Comedy, Crime"
2346,"The Eagle","Channing Tatum,Jamie Bell,Donald Sutherland,Mark Strong,Tahar Rahim,Denis O'Hare","Kevin MacDonald","114 minutes","Action, Adventure, Drama, Thriller"
2351,"I Am Number Four","Alex Pettyfer,Timothy Olyphant,Dianna Agron,Callan McAuliffe","D.J. Caruso","109 minutes","Action, Adventure, Drama, Science Fiction, Thriller"
2352,"Unknown","Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Bruno Ganz,Frank Langella","Jaume Collet-Serra","113 minutes","Action, Drama, Indie, Mystery, Thriller"
2358,"Drive Angry 3D","Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,David Morse,Todd Farmer,Christa Campbell,Charlotte Ross,Tom Atkins,Jack McGee","Patrick Lussier","",""
2359,"The Tourist","Angelina Jolie,Johnny Depp,Paul Bettany,Timothy Dalton,Steven Berkoff,Rufus Sewell","Florian Henckel","103 minutes","Action, Mystery, Romance, Thriller"
2370,"Stone","Robert De Niro,Edward Norton,Milla Jovovich,Frances Conroy,Enver Gjokaj,Pepper Binkley","John Curran","105 minutes","Crime, Drama, Mystery, Suspense, Thriller"
2374,"The Circus","","","71 minutes","Comedy, Drama, Family, Romance"
2380,"Superman","","","143 minutes","Action, Family, Fantasy, Science Fiction"
2382,"Megamind","Will Ferrell,Tina Fey,Jonah Hill,David Cross,Brad Pitt","Tom McGrath","95 minutes","Action, Animation, Comedy, Family"
2383,"Fair Game","Naomi Watts,Sean Penn,Sam Shepard,Noah Emmerich,Michael Kelly,Bruce McGill","Doug Liman","108 minutes","Drama, Thriller"
2386,"Prince of Persia: The Sands of Time","Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Toby Kebbell","Mike Newell","116 minutes","Action, Adventure, Fantasy, Science Fiction"
2396,"The Karate Kid","Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen","Harald Zwart","140 minutes","Action, Adventure, Drama, Family"
2405,"The A-Team","Liam Neeson,Jessica Biel,Bradley Cooper,Sharlto Copley,Quinton,Patrick Wilson","Joe Carnahan","117 minutes","Action, Thriller"
2406,"Jonah Hex","Josh Brolin,John Malkovich,Megan Fox,Michael Fassbender,Will Arnett,John Gallagher Jr.,Tom Wopat,Michael Shannon,Wes Bentley,Julia Jones","Jimy Hayward","80 minutes","Action, Adventure, Drama, Science Fiction, Thriller, Western"
2431,"Predators","Adrien Brody,Topher Grace,Danny Trejo,Alice Braga,Walton Goggins,Oleg Taktarov,Laurence Fishburne","Nimrod Antal","107 minutes","Action, Adventure, Horror, Science Fiction"
2432,"The Sorcerer's Apprentice","Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Monica Bellucci,Alice Krige,Jake Cherry,James A. Stephens","Jon Turteltaub","109 minutes","Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
2439,"Legendary","John Cena,Patricia Clarkson,Devon Graye,Danny Glover,Madeleine Martin,Tyler Posey","Mel Damski","","Drama, Indie"
2455,"Hatchet II","Danielle Harris,Tony Todd,Kane Hodder,Parry Shen,Tom Holland,R.A. Mihailoff","","89 minutes","Action, Comedy, Horror"
2460,"Salt","Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,Andre Braugher,Hunt Block","Phillip Noyce","100 minutes","Action, Thriller"
2471,"Vengeance","Johnny Hallyday,Sylvie Testud,Anthony Wong,Lam Ka-tung,Lam Suet,Simon Yam","Johnnie To","108 minutes","Action, Foreign, Horror, Thriller"
2479,"Centurion","Michael Fassbender,Dominic West,Olga Kurylenko,Imogen Poots,Noel Clarke","","97 minutes","Action, Drama, Foreign, Thriller"
2480,"The Bounty Hunter","Jennifer Aniston,Gerard Butler,Jason Sudeikis,Christine Baranski","Andy Tennant","110 minutes","Action, Comedy, Romance"
2481,"District 13: Ultimatum","Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,Elodie Yung","Patrick Alessandrin","101 minutes","Action, Crime, Foreign, Science Fiction, Thriller"
2482,"The Crazies","Timothy Olyphant,Radha Mitchell,Joe Anderson,Danielle Panabaker,Christie Lynn Smith,Brett Rickaby,Preston Bailey,John Aylward","Breck Eisner","101 minutes","Action, Horror, Thriller"
2489,"Alice in Wonderland","Johnny Depp,Mia Wasikowska,Helena Bonham-Carter,Anne Hathaway,Crispin Glover,Alan Rickman,Stephen Fry,Michael Sheen,Timothy Spall,Christopher Lee","","108 minutes","Adventure, Family, Fantasy, Science Fiction"
2501,"Waking Sleeping Beauty","","","86 minutes","Documentary, Family"
2524,"The Losers","Jeffrey Dean Morgan,Zoe Saldana,Chris Evans,Idris Elba,Columbus Short,Oscar Jaenada,Jason Patric","Sylvain White","97 minutes","Action, Adventure, Crime, Mystery, Thriller"
2531,"Harry Brown","Michael Caine,Emily Mortimer,Charlie Creed-Miles,Ben Drew","Daniel Barber","103 minutes","Action, Adventure, Foreign, Thriller"
2540,"Iron Man 2","Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling","Favreau","124 minutes","Action, Adventure, Science Fiction, Thriller"
2544,"Robin Hood","Russell Crowe,Cate Blanchett,Max von Sydow,Oscar Isaac,Danny Huston","Ridley Scott","140 minutes","Action, Adventure, Drama"
2548,"The Chaser","Kim Yoon-seok,Ha Jung-woo,Seo Young-hee,Koo Bon-woong","","125 minutes","Action, Crime, Drama, Foreign, Thriller"
2579,"Cirque du Freak: The Vampire's Assistant","John C. Reilly,Ken Watanabe,Josh Hutcherson,Chris Massoglia","Paul Weitz","109 minutes","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
2584,"Motherhood","Uma Thurman,Anthony Edwards,Minnie Driver,Daisy Tahan,Herself","","89 minutes","Comedy, Drama"
2594,"The Box","Cameron Diaz,James Marsden,Frank Langella","","115 minutes","Drama, Horror, Mystery, Thriller"
2605,"2012","John Cusack,Amanda Peet,Chiwetel Ejiofor,Oliver Platt,Woody Harrelson,Danny Glover,Thandie Newton","Roland Emmerich","158 minutes","Action, Adventure, Disaster, Drama, Thriller"
2606,"The Boondock Saints II: All Saints Day","Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Julie Benz,Peter Fonda","","118 minutes","Action, Adventure, Drama, Thriller"
2615,"Brothers","Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard,Mare Winningham","Jim Sheridan","104 minutes","Drama, Romance, Thriller"
2617,"Up in the Air","George Clooney,Vera Farmiga,Anna Kendrick","Jason Reitman","109 minutes","Comedy, Drama, Romance"
2632,"Sherlock Holmes","Robert Downey Jr.,Jude Law,Mark Strong,Rachel McAdams,Kelly Reilly","Guy Ritchie","128 minutes","Action, Adventure, Comedy, Crime, Drama, Mystery, Thriller"
2635,"Daybreakers","Ethan Hawke,Willem Dafoe,Claudia Karvan,Sam Neill,Michael Dorman","","98 minutes","Action, Drama, Horror, Science Fiction, Thriller"
2646,"The Book of Eli","Denzel Washington,Gary Oldman,Mila Kunis,Ray Stevenson,Jennifer Beals,Tom Waits,Michael Gambon","Albert,Allen Hughes","118 minutes","Action, Science Fiction, Thriller"
2648,"The Spy Next Door","Jackie Chan,Amber Valletta,Madeline Carroll,Magnus Scheving,Billy Ray Cyrus,George Lopez,Will Shadley,Alina Foley","Brian Levant","94 minutes","Action, Adventure, Comedy, Drama, Family"
2649,"Surrogates","Bruce Willis,Radha Mitchell,Rosamund Pike,Boris Kodjoe,James Francis Ginty,James Cromwell,Ving Rhames,Jack Noseworthy,Devin Ratray,Michael Cudlit","","89 minutes","Action, Science Fiction, Thriller"
2679,"G.I. Joe: The Rise of Cobra","Adewale Akinnuoye-Agbaje,Christopher Eccleston,Joseph Gordon-Levitt,Byung-hun Lee,Sienna Miller,Rachel Nichols,Ray Park,Jonathan Pryce,Said Taghmaoui,Channing Tatum,Marlon Wayans,Dennis Quaid","Stephen Sommers","118 minutes","Action, Adventure, Science Fiction, Thriller"
2699,"The Baader-Meinhof Complex","Bruno Ganz,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Nadja Uhl","Uli Edel","",""
2744,"The Perfect Sleep","Anton Pardoe,Roselyn Sanchez,Patrick Bauchau,Tony Amendola","Jeremy Alter","99 minutes","Action, Adventure, Drama, Indie, Thriller"
2764,"Star Trek","Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,Zoe Saldana,John Cho,Anton Yelchin,Ben Cross,Winona Ryder,Chris Hemsworth,Jennifer Morrison","J. J. Abrams","127 minutes","Action, Adventure, Science Fiction"
2766,"Battle for Terra","Evan Rachel Wood,Luke Wilson,Justin Long,Brian Cox,James Garner,Dennis Quaid,Chris Evans,David Cross","Aristomenis Tsirbas","85 minutes","Action, Adventure, Animation, Family"
2767,"Next Day Air","Donald Faison,Mike Epps,Mos Def,Wood Harris,Omari Hardwick,Emilio Rivera","Benny Boom","84 minutes","Action, Adventure, Comedy, Crime"
2794,"Monsters vs. Aliens","Seth Rogen,Hugh Laurie,Will Arnett,Kiefer Sutherland,Rainn Wilson,Paul Rudd,Stephen Colbert","Rob Letterman,Conrad Vernon","",""
2800,"Fast & Furious","Vin Diesel,Paul Walker,Jordana Brewster,Michelle Rodriguez,John Ortiz","Justin Lin","107 minutes","Action, Adventure, Crime, Drama, Thriller"
2802,"Gigantic","Paul Dano,Zooey Deschanel,John Goodman,Ed Asner,Robert Stanton,Ian Roberts,Jane Alexander,Clarke Peters,Daniel Stewart Sherman","Matt Aselton","88 minutes","Drama, Foreign, Indie, Romance"
2823,"The Silence","","","96 minutes","Comedy, Drama, Foreign, Indie, Romance"
2830,"The Wrestler","Marisa Tomei,Evan Rachel Wood,Judah Friedlander","Darren Aronofsky","109 minutes","Drama, Romance, Sport"
2831,"The Spirit","Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Eva Mendes,Sarah Paulson,Paz Vega","","103 minutes","Action, Comedy, Crime, Science Fiction, Thriller"
2832,"Defiance","Daniel Craig,Liev Schreiber,Jamie Bell,Allan Corduner,Alexa Davalos","Edward Zwick","137 minutes","Action, Drama, History, War"
2835,"Outlander","Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt","Howard McCain","115 minutes","Action, Adventure, Fantasy, Science Fiction"
2845,"Taken","Liam Neeson,Maggie Grace,Famke Janssen,Katie Cassidy,Arben Bajraktaraj,Gerard Watkins","Pierre Morel","93 minutes","Action, Crime, Foreign, Thriller"
2848,"Push","Chris Evans,Dakota Fanning,Camilla Belle,Djimon Hounsou","Paul McGuigan","111 minutes","Action, Science Fiction, Thriller"
2852,"The International","Clive Owen,Naomi Watts,Armin Mueller-Stahl,Brian F. O'Byrne,James Rebhorn","Tom Tykwer","118 minutes","Action, Adventure, Crime, Mystery, Thriller"
2862,"Chandni Chowk to China","Akshay Kumar,Deepika Padukone,Mithun Chakraborty,Ranvir Shorey,Gordon Liu,Roger Yuan","Nikhil Advani","149 minutes","Action, Adventure, Comedy, Drama, Foreign, Musical"
2867,"Madagascar: Escape 2 Africa","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric The Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd,will.i.am","Eric Darnell,Tom McGrath","89 minutes","Action, Adventure, Animation, Family"
2870,"Quantum of Solace","Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Jeffrey Wright,David Harbour","Marc Forster","106 minutes","Action, Adventure, Crime, Foreign, Thriller"
2892,"RocknRolla","Gerard Butler,Tom Wilkinson,Thandie Newton,Tom Hardy,Jeremy Piven,Toby Kebbell","","114 minutes","Action, Adventure, Comedy, Crime, Foreign, Thriller"
2902,"Transporter 3","","","104 minutes","Action, Adventure, Thriller"
2905,"Punisher: War Zone","Ray Stevenson,Dominic West,Doug Hutchison,Julie Benz,Wayne Knight","Lexi Alexander","107 minutes","Action, Adventure, Thriller"
2915,"Eagle Eye","Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chilkis,Billy Bob Thornton,Anthony Mackie,Ethan Embry","D.J. Caruso","118 minutes","Action, Mystery, Thriller"
2920,"Miracle at St. Anna","Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,Pierfrancesco Favino,Valentina Cervi,Matteo Sciabordi,Joseph Gordon-Levitt,John Turturro,John Leguizamo,Kerry Washington,D.B. Sweeney","Spike Lee","160 minutes","Action, Drama, History"
2936,"The Longshots","Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,Matt Craven,Garrett Morris","Fred Durst","94 minutes","Drama, Family"
2944,"Traitor","Don Cheadle,Guy Pearce,Said Taghmaoui,Neal McDonough,Aly Khan,Archie Panjabi,Jeff Daniels,Raad Rawi,Hassam Ghancy,Mozhan Marno","Jeffrey Nachmanoff","114 minutes","Action, Crime, Drama, Thriller"
2946,"Body of Lies","Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Simon McBurney","Ridley Scott","128 minutes","Action, Adventure, Drama, Suspense, Thriller"
2969,"Speed Racer","Emile Hirsch,Matthew Fox,Christina Ricci,Paulie Litt,Susan Sarandon,John Goodman","","135 minutes","Action, Family, Thriller"
2971,"Son of Rambow","Bill Milner,Will Poulter,Jessica Stevenson,Ed Westwick,Neil Dudgeon,Jules Sitruk,Anna Wing","","96 minutes","Comedy, Foreign, Indie"
2979,"The Mummy: Tomb of the Dragon Emperor","Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Luke Ford","Rob Cohen","112 minutes","Action, Adventure, Fantasy, Thriller"
2987,"Pineapple Express","Seth Rogen,James Franco,Gary Cole,Amber Heard,Bill Hader,James Remar,Rosie Perez,Ed Begley Jr.,Nora Dunn","David Gordon Green","111 minutes","Action, Comedy"
2990,"Hell Ride","Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones","","84 minutes","Action, Indie, Thriller"
